Id,FirstName,LastName,Gpa,Age
604,Eddy,Ekongu,3.02,28
2154,Benard,Ekonyelet,1.83,20
531,Paul,Ekuma,3.27,44
2074,Cyrus,Ekunyuk,1.93,45
1522,Paul,Ekuti,2.45,34
1995,Emmanuel,Ekwangu,3.46,27
3134,Jasper,Ekyasiimire,1.91,44
224,Christopher,Elem,2.87,34
20,Julius,Elepu,1.99,39
178,Ambrose,Elessu,2.79,22
1656,Robert,Eletu,2.87,21
3193,Candia,Eliakim,1.29,37
922,Dan,Eliau,1.93,30
621,Moses,Elochu,1.85,20
430,Bathelomew,Elubu,2.57,45
958,Pualinos,Elukor,3,21
822,Samson,Elungat,3.85,41
2178,Fiona,Elwor,3.76,36
1630,Joel,Embatia,3.74,35
931,Ronald,Emerikwa,3.82,37
564,Dan,Emodu,2.23,26
1538,Pius,Emodu,2.11,41
2304,Yepusa,Emoru,2.22,33
1309,Julius,Emukule,3.08,36
2353,Jenifer,Emul,2.92,33
716,Jackson,Emuron,2.2,32
1872,Emmanuel,Emwadu,1.56,32
1095,Conny,Enang,2.25,45
866,Daniel,Enaru,1.2,44
1206,Richard,Endu,1.75,27
428,Lenin,Eneku,1.82,24
114,Silver,Eneru,2.13,24
1432,Abraham,Engalu,2.05,28
2060,James,Enginyu,2.07,25
2136,Isaac,Engola,3.41,32
666,Charles,Engoru,2.6,23
737,Simon,Enyaku,1.08,21
213,Joseph,Enyonu,2.79,20
174,Nelson,Enzama,1.53,40
3189,Vicent,Epero,2.91,28
226,Calvine,Epongu,3.07,27
2263,John,Epwodu,3.19,45
1201,John,Eridu,3.79,30
1722,Aaron,Erienyu,3.92,32
886,Abraham,Erigu,1.66,41
1990,Moses,Erikitai,3.31,26
1811,Milton,Erima,2.46,38
1984,Donas,Erimiah,1.41,34
460,Joshua,Eriwala,3.54,42
1654,Isaac,Erogo,3.18,24
2285,Emmanuel,Esabu,2.16,27
73,Aloysious,Eselli,3.64,26
3011,Ronnie,Ewanyi,2.86,44
1291,Claude,Eyit,2.44,33
2415,Michael,Frebman,2.93,45
885,Fresier,Friday,3.35,32
97,Gerald,Gabula,2.99,36
1529,Mwogeza,Galiwango,3.99,37
125,Dennis,Gavamukulya,3.86,22
1262,Hamidu,Geriga,1.06,31
269,Titus,Gimogoyi,2.37,20
719,Judith,Gimono,1.05,39
3149,Umar,Gizamba,2.54,38
470,Allan,Gonzaga,1.77,30
954,Irene,Guloba,1.18,30
1969,Zubairi,Guloba,2.5,20
576,Amon,Gumisiriza,2.12,36
1980,Herbert,Gumisiriza,1.19,35
1282,Hilary,Gumisiriza,2.85,25
1169,Jonan,Gumonyijukye,1.87,23
2244,Ayubu,Habaasa,2.26,33
2035,William,Habasa,2,44
3179,Kelebu,Habyarimana,2.75,44
2401,Asuman,Hadadi,3.95,34
783,Fred,Hafasha,3.56,25
3035,Benjamin,Hafashimana,3.3,25
10,Keneth,Haguma,1.59,36
2680,Ronald,Hakiza,2.34,22
2323,Barnabas,Halelimana,2.75,41
945,Ally,Haluga,2.17,36
1789,Judith,Happiness,1.6,26
1471,Brenda,Happy,1.93,33
1211,Jafferi,Haruna,2.23,36
1187,Agnes,Hasakya,2.81,40
1004,Clever,Hashakimana,2.79,44
2699,Kirabo,Hillary,3.71,27
844,Asuman,Hirya,1.55,32
107,Umar,Hirya,3.74,22
1474,Mercy,Ibaluwa,3.1,23
1598,Martha,Ibiara,1.79,39
1557,Isaac,Iboot,3.55,25
1042,Sharon,Ibuga,3.81,33
187,Joshua,Idera,2.92,36
2688,Victor,Idholi,1.95,21
1084,Patrick,Idube,1.05,21
1672,James,Iger,3.51,21
1828,Mike,Ighanga,1.6,20
496,Ezedekia,Igira,2.21,22
772,Moses,Ijongat,2.74,20
350,Ruth,Ikenget,3.44,31
306,Beatrice,Ikilai,2.64,39
966,Francis,Ikwii,2.32,30
700,Amos,Ilemut,1.54,26
1611,Everlyn,Imalingat,1.98,41
811,Emmanuel,Imem,1.76,33
2131,Eliud,Imongit,3.84,35
2106,Augustine,Imunat,1.75,21
947,Moses,Inima,2.19,41
3041,Iren,Inyakoit,2.04,31
2127,Gilbert,Ìnyongong,2.35,45
7,Justine,Ipuki,1.82,30
1090,Michael,Iradukunda,3.36,25
279,Andrew,Irafasha,1.57,28
25,Martin,Iraguha,3.62,25
69,Francis,Irigei,1.22,28
32,Hillary,Irinatwe,2.22,21
1645,Priscilla,Iroku,2.98,33
1078,Denis,Isabirye,1.2,31
861,Ivan,Isabirye,3.42,39
87,John,Isenged,3.86,34
9,Abudallah,Isiko,2.99,37
965,Apollo,Isingoma,1.35,29
1661,Ram,Isingoma,1.79,33
2320,Noah,Isooba,3.06,33
39,Gerald,Iyamulemye,3.32,26
1702,Mathew,Jabo,1.56,41
250,Amos,Jacan,1.64,37
123,Gita,Jafari,2.32,26
2126,Willy,Jakony,2.56,29
2404,Henry,Jjumba,3.66,39
1483,Samson,Jugu,1.29,44
738,Norman,Julu,2.95,36
1107,Twaha,Juma,3.35,31
877,Isaac,Kabagambe,1.37,43
243,Zack,Kabagambe,1.45,33
680,Priscilla,Kabajurizi,2.2,31
1792,Rodgers,Kabakyenga,3.51,38
1962,Perez,Kabandebe,2.5,35
1646,Collins,Kabangira,2.43,30
1762,Joan,Kabanyoro,1.54,42
228,Herbert,Kabanza,2.13,45
1461,Keneth,Kabarira,1.31,29
994,Margret,Kabasomi,1.08,29
145,Euphrance,Kabatalemwa,1.78,29
605,Elly,Kabendyaho,1.28,37
3155,Rashid,Kabiito,1.01,35
1891,Harriet,Kabugho,1.71,41
975,Lynet,Kabugho,1.43,37
799,Zyane,Kabugho,1.41,34
1596,Mark,Kabugo,2.22,36
891,Gerald,Kabulu,3,36
112,Sam,Kachabala,1.51,26
278,John,Kachope,3.15,36
1313,Eusha,Kadondi,1.7,25
3194,Issa,Kaduyu,3.61,22
185,Kennedy,Kafrican,3.54,32
3004,Denise,Kafuko,2.24,30
2348,Filda,Kafuko,1.3,22
292,Rogers,Kagenda,1.05,31
352,Barnet,Kaggwa,3.27,20
254,Joan,Kagombe,3.94,39
2104,Nicholas,Kagumaho,3.87,34
1607,Geofrey,Kagunga,3.83,32
918,Phillip,Kagwisagye,1.95,27
3160,Mwesigwa,Kahima,2.78,44
2848,Onesmas,Kahinda,3.97,24
1699,Samuel,Kahinda,2.83,36
54,Tom,Kahuma,3.82,29
602,Gideon,Kaihura,3.69,37
2817,Fred,Kairanya,2.88,41
2109,Arajab,Kaire,2.59,24
2272,David,Kaisu,2.2,37
1447,Andrew,Kajjubi,2.14,23
785,Ken,Kajumbukano,2.73,35
1146,Baker,Kakaire,1.28,40
1884,Moses,Kakala,2.89,43
2062,Jalilu,Kakooza,1.2,31
781,Thomas,Kakulu,1.33,35
1707,Emmanuel,Kakuru,1.27,41
911,Gonzaga,Kakuru,3.66,38
1945,Akram,Kakuuma,3.05,45
1322,William,Kakye,2.57,32
1815,Tom,Kalyebi,2.74,35
131,Moses,Kamani,3.96,41
2998,Nixon,Kamanyire,1.6,22
457,Brenda,Kampi,1.25,25
2991,Allan,Kampumure,1.9,39
2027,Kenneth,Kamugisha,3.04,27
840,Cathbert,Kamuhanda,3.84,39
315,Christopher,Kamuhanda,1.16,33
1303,Yonah,Kamuhanda,2.7,27
881,Marion,Kamukama,1.08,43
1534,David,Kamulegeya,1.58,28
1745,Bright,Kamuntu,3.03,44
1682,Andrew,Kamushana,2.36,28
239,Allen,Kamusiime,3.1,34
476,Ampurire,Kamusiime,3.71,41
2259,Angel,Kamusiime,3.42,29
399,Catherine,Kamusiime,2.87,32
607,Willfred,Kamusiime,2.28,20
873,Isaac,Kamwada,3.3,37
693,Everlyne,Kamwine,2.26,43
2179,Brendah,Kangabe,3.25,28
2200,Peter,Kangume,4,25
2306,Ronald,Kangume,1.51,40
2239,Carolyne,Kansiime,3.65,40
1830,Joan,Kansiime,3.19,35
974,Sarah,Kansiime,2.05,43
113,Stuart,Kansiime,3.78,21
581,Jane,Kantono,3.1,36
1488,Janet,Kanyago,2.34,45
3183,Dismus,Kanyesigye,2.72,35
1769,Gilbert,Kanyesigye,2.44,40
1868,Hasan,Kanyesigye,1.66,32
1281,Leticia,Kanyesigye,3.02,20
2276,Ronald,Kanyesigye,3.26,44
3111,Exaviour,Kanyoro,2.47,21
1516,Kelvin,Kapsiywo,2.54,42
1667,Caleb,Kapta,2.16,38
2247,Cliff,Kaptekin,1.62,26
2242,Brian,Karongo,3.68,41
262,Olga,Karuhanga,3.58,42
3198,Sam,Karuhanga,2.32,24
938,Moreen,Karungi,3.71,40
2824,Geoffrey,Kasaija,1.17,32
24,Richard,Kasaikya,1.55,23
1116,Tom,Kasalawo,3.66,39
1455,Ismail,Kasamba,3.8,42
1484,Canicius,Kasheija,2.13,24
1071,Bolton,Kasomoko,2.15,37
1572,Anthony,Kasozi,2.01,33
2101,Aliyi,Kasu,2.36,44
1045,Noredah,Katabarwa,3.53,26
2828,Stewart,Katabira,2.58,39
2291,Joy,Katagaya,1.39,44
34,Peter,Kategere,1.68,25
570,Emmanuel,Kato,1.17,42
1966,Hassan,Kato,2.05,28
1009,James,Kato,3.72,20
2422,Nickson,Katsigazi,2.83,42
1244,Annet,Katuka,2.83,45
567,Alex,Katula,3.66,20
695,Pauson,Katungye,3.44,24
3008,Moses,Katuramu,2.92,45
1324,Roset,Katusabe,2.28,21
1576,Glorious,Katushabe,3.08,32
162,Caroline,Katusiime,2.07,41
455,Keneth,Katusiime,1.73,22
826,Nicholas,Katwesigye,2.13,26
514,Nicholus,Katwesigye,1.16,35
2995,Samuel,Katwesigye,2.25,37
3145,Willy,Katwesigye,2.9,36
1617,Hamidu,Kauki,3.5,39
771,Joseph,Kavuma,2.32,45
1261,Paul,Kavuma,1.43,33
1048,Francis,Kawaka,1.45,21
788,Charity,Kawala,3.42,40
2098,Cissy,Kawala,3.62,21
423,Ceasar,Kawalya,1.25,21
701,Abudala,Kawiso,2.14,28
1738,Gedion,Kayenda,1.15,33
370,Japhal,Kayondo,1.25,34
3172,Joseph,Kayongo,2.78,33
533,Patrick,Kayongo,3.59,34
1015,Justus,Kayunga,2.96,22
392,Eunice,Kebirungi,2.61,44
1142,Janet,Kebirungi,3.9,36
1563,Eric,Keddi,1.91,32
722,Opedes,Kedi,1.06,20
2971,Brian,Keitira,2.42,22
1641,Shakiirah,Kemari,3.68,30
2402,Linda,Kembabazi,3.53,33
1818,Jackline,Kemigisha,1.67,26
2135,Suzan,Kemigisha,3.55,45
863,Agnes,Kenyena,2.3,37
421,Joan,Kenyonyozi,3.19,34
1586,Ephraem,Kerebende,1.36,30
797,Albert,Keuber,2.59,39
1330,Winniefred,Khabuya,1.09,36
672,Lydia,Khainza,3.66,43
106,Emmanuel,Khamali,3.65,20
630,Gloria,Kibaba,2.81,30
555,Nicholas,Kibalya,3.57,29
869,Deo,Kibirango,3.75,44
1701,Moses,Kibirigye,2.36,27
3019,Angelo,Kibiro,3.28,39
2347,Barido,Kiconco,2.66,34
2192,Grace,Kiconco,1.16,24
1099,Titus,Kidasa,3.78,34
2091,Amos,Kiggundu,2.26,40
3040,Lawlence,Kiggundu,1.02,36
2061,Kassim,Kiirya,1.89,21
188,Maliki,Kiirya,3.94,37
464,Achilleus,Kiiza,1.31,28
779,Asingwire,Kiiza,2.3,24
171,Bill,Kiiza,2.56,22
2271,Fredric,Kiiza,3.64,23
685,Hangsion,Kiiza,1.69,27
2113,Idan,Kiiza,3.81,35
2149,Kosia,Kiiza,1.67,30
2406,M.,Kiiza,2.8,44
864,Nicolus,Kiiza,2.35,29
557,Raymond,Kikabi,2.75,39
647,Dorah,Kimani,3.33,25
442,David,Kimbugwe,1.19,37
280,David,Kinabiro,2.22,35
640,Denis,Kinyera,1.32,35
2146,Otika,Kinyera,1.33,40
1863,Abed,Kiplalang,2.5,40
2269,Titus,Kiplimo,1.2,39
436,Petrolina,Kiranda,1.39,22
147,Michael,Kireri,3.83,36
1207,Samuel,Kiribaki,2.25,22
780,Aloysious,Kirimanyi,3.31,22
2217,Keneth,Kirunda,1.29,22
1756,Andrew,Kirya,2.91,38
260,Julius,Kirya,3.98,31
749,Micheal,Kirya,2.31,44
1831,Morris,Kirya,3.96,22
377,Derrick,Kisembo,1.71,44
3153,Marx,Kisenyi,2.38,35
550,Micheal,Kisozi,3.3,34
953,Caroline,Kissa,2.67,42
1661,Rahim,Kisui,1.76,39
1065,Albert,Kitasimbwa,3.67,33
1108,Jafali,Kitente,1.64,24
3006,Samson,Kitooke,1.37,25
335,Rogers,Kitunzi,1.43,28
1131,Micros,Kiyuba,2.71,30
1041,Benard,Kizito,1.87,39
2252,Daniel,Kizito,3.95,36
130,Sarah,Kobugabe,2.15,31
1602,Grace,Kobusingye,2.41,39
256,Esther,Kocikpe,3.41,22
3020,Keneth,Koire,1.52,39
85,Esther,Kojo,2.18,39
606,Moris,Komugisha,3.7,33
1495,Agnes,Komuhimbo,1.76,29
754,Gorret,Komukyeya,2.06,45
330,Godfrey,Kopia,1.31,41
1651,Mackline,Koshaba,2.19,21
484,Papius,Koshaba,1.67,39
1920,Betty,Kote,1.36,30
1152,Amon,Kubariho,3.66,45
248,Miria,Kubirima,2.55,40
1918,Susan,Kubirima,3.76,31
2089,Asiimwe,Kugonza,1.08,30
331,Ceccilia,Kugonza,2.26,45
1476,Eriya,Kuguma,3.14,43
1507,Edwin,Kugyendaira,2.5,24
2990,Edwin,Kukundakwe,1.71,40
905,Malon,Kula,1.57,37
1555,Collins,Kulany,2.67,33
692,Edson,Kule,3.55,30
81,Kibikyabo,Kule,2.72,42
669,Solomon,Kule,1.9,43
875,Ziste,Kule,1.36,30
153,Denis,Kuloba,2.11,44
2193,Charles,Kumbuga,2.47,21
223,Dennis,Kumbuga,2.41,24
1328,Wilbert,Kunihira,3.52,28
764,Onatah,Kusasira,2.95,26
663,James,Kusemererwa,2.9,29
276,Ntenga,Kusemererwa,2.34,31
3166,Absolom,Kushaba,3.61,28
368,Amon,Kusiima,1.06,27
1705,Benfred,Kuteesa,3.64,34
1125,Gideon,Kuteesa,3.73,32
1695,Agrey,Kutesa,3.81,27
1883,David,Kutosi,3.22,44
2166,Emmanuel,Kutosi,2.44,44
76,Lillian,Kuwenge,1.23,30
66,Winnie,Kwabakya,1.9,21
2025,Esau,Kwemboi,3.31,26
908,Darious,Kwesiga,2.16,27
68,Gerald,Kwesiga,3.56,31
1271,Mark,Kwesiga,1.99,34
1063,Philemon,Kwesiga,2.16,40
495,Temple,Kwesiga,3.83,26
1639,Dan,Kwijuka,3.64,33
985,Joshua,Kwikiriza,2.21,31
1896,William,Kwiringira,2.16,27
1477,Valence,Kwitonda,1.94,35
856,Keneth,Kwizera,2.51,26
395,Aggrey,Kyakuwa,2.87,36
2142,Resty,Kyakuwaire,2.93,28
2691,David,Kyaligonza,1.11,36
1627,Nathan,Kyambadde,1.36,33
1942,Gerald,Kyami,3.9,27
1869,Amos,Kyarikunda,3.56,33
2998,Urban,Kyarikunda,1.77,36
1317,Siston,Kyarimpa,2.48,25
2240,Shillah,Kyatuhaire,2.5,27
1440,Patrick,Kyebambe,3.13,45
1153,Henry,Kyobe,2.68,41
671,Adrine,Kyobutungi,3.11,33
198,Joan,Kyomugisa,2.03,21
6,Mackline,Kyomuhangi,3.61,41
1768,Apia,Kyomuhendo,3.9,25
1062,Loyce,Kyomuhendo,1.9,24
1419,Micheal,Kyomukama,1.2,22
1164,Susan,Kyosiima,2.34,34
1326,Aisha,Labbo,3.9,45
2705,Alex,Labu,1.15,20
1319,Joyce,Laker,3.87,33
2264,Jacqueline,Lakot,1.19,40
2992,Olany,Langoya,3.56,44
287,Bosco,Laro,1.78,44
575,Eunice,Lawino,1.49,42
1165,Scovia,Lawino,1.34,45
1906,Henry,Lematia,1.85,37
767,David,Lemukol,3.19,34
1518,Patrick,Lemukol,3.69,32
2073,Gideon,Litta,2.74,26
2096,Jane,Logose,2.32,34
43,Joseph,Lokee,3.97,36
1485,Luika,Lubale,1.91,26
255,Peter,Lubale,2.44,20
1454,Joseph,Lubega,3.37,45
2021,Richard,Lubera,1.75,31
835,John,Lubuulwa,1.17,44
2249,Zaidi,Lubuzanya,1.39,23
320,Lawrence,Luganda,3.17,34
2289,Apolo,Lugigana,3.36,22
727,John,Lugoloobi,1.67,28
218,George,Lugwanirya,1.13,29
481,Willy,Luhirima,2.47,45
2084,Godfrey,Lukondha,1.38,41
742,Morris,Lukoya,1.73,25
851,Moses,Lukundo,1.51,27
1983,Stewart,Lukyamuzi,1.41,36
264,Keneth,Lumala,3.03,45
1033,Ivan,Lunga,2.61,42
144,Anthony,Lutalo,1.4,27
868,Geofrey,Luvaluka,2.61,37
2068,John,Luwolere,2.32,45
1703,Charles,Lwanga,1.91,45
489,Timothy,Lwanga,3.22,29
1431,Justine,Lyaga,3.6,28
1859,Joyce,Maangi,3.9,45
677,Hamida,Mabumbo,3.59,25
1067,Arnold,Macheri,3.31,20
1475,Gumoshabe,Madevine,2.98,41
1620,Penina,Madudu,2.8,44
1273,Benjamin,Mafabi,3.19,34
611,Edwin,Mafabi,3.55,29
675,Moses,Mafabi,1.24,29
876,Julius,Magaba,3.63,34
1234,Paul,Magomu,2.14,30
2153,Ivan,Magoola,1.93,35
624,Joshua,Magoola,1.15,40
509,Patrick,Makoha,1.82,43
1919,Paul,Male,3.16,40
1178,Gloria,Maliko,2.28,21
31,Andrew,Malinga,2.1,21
149,Francis,Malinga,2.4,32
105,Gideon,Malinga,2.53,21
655,John,Malomo,3.22,37
403,Harry,Mambo,3.2,28
691,Ivan,Mamwidiwa,2.12,23
1097,Stella,Manake,3.16,23
3125,Peace,Mande,3.09,40
619,Simon,Mandela,2.02,43
924,Thanks,Mandela,1.06,35
603,Neslson,Mandella,1.4,40
813,Colline,Mandhamu,1.76,41
2093,Wilbert,Mandre,2.77,27
1849,Andrew,Mangeni,2.34,45
2087,Bwadene,Mangeni,2.79,24
2985,Innocent,Mangeni,1.39,28
1660,Martin,Manigye,3.3,26
405,Denis,Maniragaba,2.55,38
1064,Rogers,Maniragaba,1.6,27
1404,Charles,Manirangaba,2.47,23
616,Emmanuel,Manishimwe,2.38,44
880,Milton,Masaba,1.34,34
2183,Ruth,Masco,1.14,37
2232,Cylus,Masereka,1.54,38
710,Godwin,Masereka,1.7,41
855,Timothy,Masereka,2.79,41
161,Deo,Maseruka,2.43,27
2238,Maureen,Masika,1.23,33
1416,Edison,Masiko,1.99,39
800,Joel,Masimo,1.51,28
118,Emmanuel,Masolo,2.14,44
1239,Geofrey,Masyege,2.86,25
2045,Hassan,Matovu,3.49,42
2999,Jonathan,Matovu,3.52,44
1566,Abraham,Matsiko,3.28,26
521,David,Matsiko,1.37,21
1846,Elias,Matsiko,3.17,22
3112,Winston,Matsiko,1.22,44
148,Judith,Maturu,2.95,26
2283,Adinan,Mayamba,1.11,23
2312,Nicholas,Mayembeyi,3.47,36
2210,Umar,Mayombwe,2.06,45
1314,Abraham,Mbabazi,1.15,35
610,Barham,Mbabazi,3.81,33
1841,Boniconsil,Mbabazi,2.78,25
791,Immaculate,Mbabazi,3.22,22
2850,Jenipher,Mbabazi,1.46,21
82,Sam,Mbabazi,1.62,26
1926,Violah,Mbekeka,3.32,45
2185,Martin,Mbiro,2.09,38
281,Samuel,Mbulamwana,3.93,30
3197,Amosi,Mbusa,3.93,30
1527,Bosco,Mfitumukiza,2.86,45
453,John,Migisha,2.53,43
3176,Adams,Mirebe,1.07,27
2412,Alice,Mirembe,3.34,41
3063,Dinah,Mirembe,2.58,23
2075,Hellen,Mirembe,2.33,34
176,Byesali,Modoke,2.24,43
1299,Joel,Monday,1.03,45
56,Ivan,Mooli,3.24,35
650,Christ,Moro,2.42,22
1128,Joseph,Mpamire,2.92,22
1987,Brian,Mpamize,2.09,45
540,Judith,Mpiriirwe,2.52,41
2354,Eliot,Mubangizi,3.43,38
870,Denis,Mubanguzi,1.75,20
1469,Paul,Mubetera,3.82,33
439,Kato,Mubiru,2.5,36
1535,Dennis,Mucunguzi,1.97,33
400,Albert,Mucyunguzi,2.65,24
939,Naima,Mudebo,2.53,30
2690,Barbra,Mudondo,3.61,34
1013,Gloria,Mudondo,3.34,44
2215,Martha,Muduwa,1.5,23
3159,Ivan,Mufumbiro,1.81,22
790,Bluce,Mugabe,1.09,28
1712,Fred,Mugabe,2.48,20
2195,Henry,Mugabe,2.62,33
384,Martborn,Mugabe,2.35,39
1936,Micheal,Mugabe,1.02,40
2148,Ibura,Mugabi,3.99,32
2994,Robert,Mugabyomu,2.7,21
1676,Erinaidah,Mugala,3.29,22
1139,Loy,Mugala,1.53,34
919,Innocent,Mugarura,2.32,26
1465,Wilfred,Mugarura,3.72,20
1215,Alexandra,Mugenyi,2.27,32
3022,Dennis,Mugenyi,1.59,29
1081,Isima,Mugeragi,2.28,23
1453,Joseph,Mughanda,1.91,31
1574,Henry,Mugisa,1.9,23
980,Hillary,Mugisa,2.93,44
2213,Musa,Mugisa,3.98,42
1229,Nicholas,Mugisa,3.45,43
321,Robert,Mugisa,2.37,43
2105,Alex,Mugisha,1.53,40
2983,Dickson,Mugisha,3.98,21
1742,Edward,Mugisha,2.95,23
1848,Martin,Mugisha,3.91,21
1666,Moses,Mugisha,3.47,21
689,Nicholaus,Mugisha,1.3,37
598,Samuel,Mugondi,3.38,29
721,Daniel,Mugorora,2.61,27
1101,Nathan,Mugoya,3.28,34
1589,Deus,Mugume,3.22,37
1186,Nicholas,Mugume,2.98,23
394,Simon,Mugume,1.98,22
1279,Edgar,Mugumya,3.61,38
1615,Edgar,Mugumya,1.44,28
2343,Hillary,Mugumya,3.19,32
776,Patrick,Mugyenyi,3.08,42
1255,Edson,Muhairwe,1.38,32
1102,Eryeza,Muhairwe,1.43,34
2170,Abdul,Muhammad,1.9,38
639,Adam,Muhanguzi,2.52,26
3074,Eustus,Muhanguzi,1.1,39
2279,Sulman,Muhanguzi,3.84,26
2411,Yosofu,Muheke,3.77,37
956,Jones,Muhereza,1.01,45
2047,Moses,Muhereza,3.56,36
1900,Philip,Muhereza,2.94,30
186,Eric,Muhindo,2.02,21
582,Francis,Muhindo,2.63,25
614,Jesca,Muhindo,3.8,42
532,Jockim,Muhindo,2.79,34
1111,Jockus,Muhindo,2.18,32
1796,Juliet,Muhindo,1.23,31
1601,Peter,Muhindo,1.42,42
1043,Ronald,Muhindo,3.11,26
904,Salmin,Muhindo,1.43,25
2034,Yosam,Muhindo,2.51,33
1556,Solomon,Muhinduka,3.6,24
1608,Ronald,Muhirwe,1.67,39
393,Leone,Muhoozi,2.55,21
1637,Julius,Muhumure,2.31,28
2355,Allan,Muhumuza,3.83,24
102,Brighton,Muhumuza,1.46,22
1197,David,Muhumuza,2.14,28
588,Emmanuel,Muhumuza,3.39,42
1950,Felex,Muhumuza,3.37,32
2807,Jackson,Muhumuza,3.85,43
2031,Nelson,Muhumuza,2.65,40
896,Oraije,Muhumuza,2.28,21
2350,Racheal,Muhumuza,1.26,41
1786,Ernest,Muhweza,2.35,23
2349,Ivan,Muhwezi,1.66,38
2169,Joab,Muhwezi,3.92,45
1311,Seth,Muhwezi,1.06,24
2058,Charity,Mujungu,1.12,33
1459,Asaph,Mujuni,2.25,36
2003,Emmanuel,Mujuni,2.92,24
3046,Richard,Mujuruzi,2.7,36
2408,Lipstein,Mukaaga,3.21,39
1956,Alice,Mukabaruzi,3.97,35
18,Bosco,Mukama,3.16,20
1057,Paul,Mukanja,3.75,35
1798,Isaac,Mukasa,2.07,35
343,Joseph,Mukasa,1.26,34
1723,Dennis,Mukembo,1.13,27
645,Brian,Mukenya,1.46,43
983,Herbert,Mukhonyi,3.33,26
109,Aramazan,Mukhwana,1.14,42
831,Yakubu,Mukiibi,2.63,26
1584,Jemimah,Mukimba,3.43,39
1727,Gerald,Mukisa,3.2,30
268,Nancy,Mukite,3.93,23
668,Paul,Mukkeni,1.84,32
19,Chrispus,Mukonyezi,2.46,23
2695,Simon,Mukooli,3,24
302,Rossette,Mukundufite,3.01,29
486,Nicholas,Mulede,3.6,35
1747,Isaac,Mulekwa,2.17,35
2245,Geofreyy,Mulera,3.12,27
454,Isah,Mulindwa,2.09,20
2316,Moses,Mulindwa,3.38,28
702,Shafic,Mulindwa,3.81,32
167,Shangi,Mulongo,1.65,29
413,Henry,Mulooki,1.3,41
1074,Rehema,Muluya,2.49,33
559,David,Mumbere,3.15,29
410,Elyezeri,Mumbere,3.66,20
2023,Godwin,Mumbere,2.77,35
747,Jockim,Mumbere,2.83,41
2233,Iman,Mumbya,2.86,21
1193,Catherine,Munaba,1.07,41
2700,Fred,Munanura,3.58,34
3146,Gad,Munezero,1.61,39
2257,Moses,Mungomma,2.78,22
2214,Henry,Mungujakisa,3.12,37
1665,Miriam,Mungungeyo,2.02,26
703,Binuli,Munowa,3.05,23
733,Edith,Muntumurungi,1.64,29
1441,Yeremiya,Munubi,3.89,39
1512,Keneth,Munyabuntu,2.77,30
745,Gerald,Munyanga,1.68,21
1793,Crisphol,Muramuzi,3.97,40
775,Joseph,Muramye,2.99,44
1564,Sairus,Mureisa,3.98,43
978,Phillimon,Muromba,3.88,43
1561,Bluce,Muruhura,1.54,39
2290,Sam,Murundi,2.41,38
2346,Frank,Murungi,3.51,25
326,Osbert,Murungi,2.68,20
1628,Micah,Musamali,2.71,21
1731,Ivan,Musame,3.17,23
1755,Alex,Musana,1.56,24
1016,Nassar,Musana,1.49,34
1547,Kalvin,Musau,2.72,44
379,Leonard,Musau,2.88,20
2065,Benjamin,Musede,2.92,39
418,Simon,Musede,1.72,36
1141,Elina,Musenero,1.71,29
1805,Esau,Mushabe,1.44,25
1052,Patrick,Mushabe,2.85,22
1944,Herbert,Mushemeza,3.89,20
996,Izabel,Musiimenta,3.7,36
1096,Pamelah,Musiimenta,3.57,26
993,Recheal,Musiimenta,1.17,38
520,Roland,Musiimenta,1.65,34
2181,Job,Musimbi,3.24,36
1502,Haryson,Musime,3.19,32
233,Bob,Musinguzi,3.47,23
519,Dickens,Musinguzi,3.17,22
1855,Joshua,Musinguzi,3.3,20
2117,Mark,Musinguzi,1.27,25
3144,Noah,Musinguzi,2.3,45
1195,Osbert,Musinguzi,1.62,34
1832,Ali,Musisi,3.93,29
2198,Allan,Musisi,2.68,21
319,Ivan,Musisi,1.39,44
972,K.,Musisi,2.09,21
2282,Sadamu,Musisi,2.39,38
1897,Ivan,Musiwa,2.65,32
1886,Ali,Musoke,2.17,30
815,Umaru,Musoke,3.67,35
1820,Godfrey,Musumba,3.48,37
328,Julius,Mutabazi,2.11,23
196,Michael,Mutabazi,1.03,35
2147,Dickson,Mutaka,3.58,25
512,Kepher,Mutaki,2.9,30
620,Sixtus,Mutakiirwa,1.85,41
1168,Patrick,Mutalya,3.48,29
497,Godwin,Mutatiina,1.84,29
78,Emmanuel,Mutebe,2.58,26
752,Rawlings,Mutebe,3.39,42
1144,Livingstone,Mutebi,2.68,30
482,Robert,Mutegeki,3.34,39
1784,Amon,Mutetema,1.62,38
1181,Brian,Muthabali,3.71,20
1493,Doreen,Mutiibwa,1.87,41
1739,Cranemer,Mutsangirwa,1.69,31
1515,Henry,Mutsyaaba,2.75,41
447,Jude,Mutuma,1.15,27
553,Hossen,Mutungirehe,2.11,35
1577,Cissy,Mutyaba,3,31
3065,Francis,Mutyaba,2.29,28
1236,Scovia,Muwacan,2.39,38
3154,Herbert,Muwanguzi,2.97,44
2001,Rogers,Muwanika,2.59,42
1766,Isaac,Muwaya,3.27,21
1634,Bridget,Muyama,3.96,20
830,Albert,Muyambi,1.47,31
979,Godwin,Muyambi,1.35,28
1280,Daniel,Muyigi,2.21,36
132,Alex,Muyita,1.11,39
2070,Ambrose,Muzahura,3.79,38
